0,020132;241;201;157914;7131
0,010697;241;201;157914;7131
0,005987;241;201;157914;7131
0,010147;241;201;157914;7131
0,012391;329;257;186438;8482
0,011879;329;257;186438;8482
0,007995;329;257;186438;8482
0,018289;329;257;186438;8482
0,008019;329;257;186438;8482
0,007669;329;257;186438;8482
0,014769;329;257;186438;8482
0,012731;329;257;186438;8482
0,007368;329;257;186438;8482
0,013577;329;257;186438;8482
0,011984;329;257;186438;8482
0,012852;329;257;186438;8482
0,008175;329;257;186438;8482
0,007891;329;257;186438;8482
0,007833;329;257;186438;8482
0,007568;329;257;186438;8482
0,012804;329;257;186438;8482
0,007591;329;257;186438;8482
0,008276;329;257;186438;8482
0,012692;329;257;186438;8482
0,007453;329;257;186438;8482
0,007936;329;257;186438;8482
0,007751;329;257;186438;8482
0,007435;329;257;186438;8482
0,010310;329;257;186438;8482
0,012148;329;257;186438;8482
0,012079;329;257;186438;8482
0,009160;329;257;186438;8482
0,007654;329;257;186438;8482
0,007682;329;257;186438;8482
0,007139;329;257;186438;8482
0,007517;329;257;186438;8482
0,007360;329;257;186438;8482
0,007092;329;257;186438;8482
0,007606;329;257;186438;8482
0,007638;329;257;186438;8482
0,007546;329;257;186438;8482
0,007407;329;257;186438;8482
0,007563;329;257;186438;8482
0,007692;329;257;186438;8482
0,007265;329;257;186438;8482
0,007137;329;257;186438;8482
0,007832;329;257;186438;8482
0,007256;329;257;186438;8482
0,007517;329;257;186438;8482
0,007015;329;257;186438;8482
0,008247;329;257;186438;8482
0,007574;329;257;186438;8482
0,007369;329;257;186438;8482
0,007265;329;257;186438;8482
0,008053;329;257;186438;8482
0,007810;329;257;186438;8482
0,007760;329;257;186438;8482
0,007233;329;257;186438;8482
0,007318;329;257;186438;8482
0,007221;329;257;186438;8482
0,006975;329;257;186438;8482
0,008562;329;257;186438;8482
0,007414;329;257;186438;8482
0,007985;329;257;186438;8482
0,005750;241;201;157914;7131
0,005776;241;201;157914;7131
0,005939;241;201;157914;7131
0,005792;241;201;157914;7131
0,005903;241;201;157914;7131
0,005956;241;201;157914;7131
0,007036;241;201;157914;7131
0,007269;241;201;157914;7131
0,005947;241;201;157914;7131
0,005679;241;201;157914;7131
0,006052;241;201;157914;7131
0,005781;241;201;157914;7131
0,005864;241;201;157914;7131
0,005837;241;201;157914;7131
0,005800;241;201;157914;7131
0,005883;241;201;157914;7131
0,005934;241;201;157914;7131
0,005702;241;201;157914;7131
0,005862;241;201;157914;7131
0,006012;241;201;157914;7131
0,005818;241;201;157914;7131
0,006069;241;201;157914;7131
0,005753;241;201;157914;7131
0,006092;241;201;157914;7131
0,005741;241;201;157914;7131
0,005949;241;201;157914;7131
0,005714;241;201;157914;7131
0,005636;241;201;157914;7131
0,005639;241;201;157914;7131
0,004846;241;169;133908;6053
0,004863;241;169;133908;6053
0,004907;241;169;133908;6053
0,004791;241;169;133908;6053
0,005255;241;169;133908;6053
0,004815;241;169;133908;6053
0,004821;241;169;133908;6053
0,004838;241;169;133908;6053
0,004852;241;169;133908;6053
0,004946;241;169;133908;6053
0,004805;241;169;133908;6053
0,004797;241;169;133908;6053
0,004965;241;169;133908;6053
0,004872;241;169;133908;6053
0,004823;241;169;133908;6053
0,004846;241;169;133908;6053
0,004841;241;169;133908;6053
0,004785;241;169;133908;6053
0,004986;241;169;133908;6053
0,004789;241;169;133908;6053
