0,009069;59883
0,002196;59883
0,000938;59883
0,001814;59883
0,001635;59883
0,002879;59883
0,000797;59883
0,000800;59883
0,000917;59883
0,000783;59883
0,001149;59883
0,000972;59883
0,000862;59883
0,000953;59883
0,000843;59883
0,000821;59883
0,000780;59883
0,000773;59883
0,000790;59883
0,000853;59883
0,000789;59883
0,000773;59883
0,000832;59883
0,000792;59883
0,000833;59883
0,001070;59883
0,000446;59883
0,000742;59883
0,000899;59883
0,000879;59883
0,000812;59883
0,000876;59883
0,000977;59883
0,000980;59883
0,001265;59883
0,000876;59883
0,001064;59883
0,000794;59883
0,000851;59883
0,000842;59883
0,001191;59883
0,000980;59883
0,000810;59883
0,000762;59883
0,001148;59883
0,000737;59883
0,001015;59883
0,000981;59883
0,000821;59883
0,000766;59883
0,001090;59883
0,001069;59883
0,000747;59883
0,000909;59883
0,000789;59883
0,000779;59883
0,000813;59883
0,000748;59883
0,000739;59883
0,000736;59883
0,000784;59883
0,000781;59883
0,001019;59883
0,000915;59883
0,000954;59883
0,000858;59883
0,000874;59883
0,000851;59883
0,000719;59883
0,000791;59883
0,000739;59883
0,001071;59883
0,000904;59883
0,000955;59883
0,000771;59883
0,000894;59883
0,000759;59883
0,001070;59883
0,000736;59883
0,000754;59883
0,000736;59883
0,000796;59883
0,000855;59883
0,000766;59883
0,000757;59883
0,000756;59883
0,000748;59883
0,000977;59883
0,000751;59883
0,000862;59883
0,001025;59883
0,000831;59883
0,000952;59883
0,000769;59883
0,000804;59883
0,000858;59883
0,000869;59883
0,000862;59883
0,000750;59883
0,000762;59883
0,000903;59883
0,000920;59883
0,000917;59883
0,000850;59883
0,000771;59883
0,000954;59883
0,000764;59883
0,000884;59883
0,000743;59883
0,000771;59883
0,000803;59883
0,000808;59883
0,000755;59883
0,000785;59883
0,000863;59883
0,001011;59883
0,000812;59883
0,000746;59883
0,001032;59883
0,000823;59883
0,000926;59883
0,000798;59883
0,000764;59883
0,000737;59883
0,000783;59883
0,000734;59883
0,001018;59883
0,000795;59883
0,001096;59883
0,001149;59883
0,000940;59883
0,000878;59883
0,000952;59883
0,001246;59883
0,000842;59883
0,000835;59883
0,000818;59883
0,000805;59883
0,000804;59883
0,000830;59883
0,000734;59883
0,000749;59883
0,000770;59883
0,000765;59883
0,000815;59883
0,000450;59883
0,000864;59883
0,000869;59883
0,000845;59883
0,001018;59883
0,000742;59883
0,000954;59883
0,000869;59883
0,000966;59883
0,000752;59883
0,000809;59883
0,000927;59883
0,000794;59883
0,000879;59883
0,000795;59883
0,000874;59883
0,000763;59883
0,000852;59883
0,000826;59883
0,000753;59883
0,000782;59883
0,000810;59883
0,000733;59883
0,000755;59883
0,000755;59883
0,001083;59883
0,000979;59883
0,000782;59883
0,001026;59883
0,000770;59883
0,000857;59883
0,000787;59883
0,000984;59883
0,000741;59883
0,000899;59883
0,000794;59883
0,000817;59883
0,001403;59883
0,000862;59883
0,001129;59883
0,000752;59883
0,000874;59883
0,000787;59883
0,000833;59883
0,000724;59883
0,000835;59883
0,000748;59883
0,000751;59883
0,000785;59883
0,000730;59883
0,000756;59883
0,000847;59883
0,000884;59883
0,000841;59883
0,000862;59883
0,000814;59883
0,000746;59883
0,000746;59883
0,000789;59883
0,000988;59883
0,000953;59883
0,000931;59883
0,000737;59883
0,000939;59883
0,000734;59883
0,000998;59883
0,000744;59883
0,000745;59883
0,000777;59883
0,000764;59883
0,000778;59883
0,000927;59883
0,000931;59883
0,000748;59883
0,000814;59883
0,000769;59883
0,000775;59883
0,000767;59883
0,000730;59883
0,000750;59883
0,001041;59883
0,000636;59883
0,000767;59883
0,000870;59883
0,001085;59883
0,001055;59883
0,000788;59883
0,000772;59883
0,000788;59883
0,000736;59883
0,000766;59883
0,000729;59883
0,000874;59883
0,000812;59883
0,000996;59883
0,000780;59883
0,000772;59883
0,000750;59883
0,000764;59883
0,000758;59883
0,000802;59883
0,000784;59883
0,000866;59883
0,000870;59883
0,000906;59883
0,000858;59883
0,000778;59883
0,000726;59883
0,000737;59883
0,000775;59883
0,000777;59883
0,001029;59883
0,000779;59883
0,000740;59883
0,000769;59883
0,000734;59883
0,000730;59883
0,000772;59883
0,000798;59883
0,000853;59883
0,000787;59883
0,000813;59883
0,000846;59883
0,000834;59883
0,000934;59883
0,000759;59883
0,000767;59883
0,000833;59883
0,000755;59883
0,000757;59883
0,000718;59883
0,000872;59883
0,000744;59883
0,000863;59883
0,000816;59883
0,000957;59883
0,000823;59883
0,000807;59883
0,000770;59883
0,000770;59883
0,000763;59883
0,000786;59883
0,000758;59883
0,000879;59883
0,000931;59883
0,000822;59883
0,000741;59883
0,000783;59883
0,000789;59883
0,000792;59883
0,000725;59883
0,000741;59883
0,001006;59883
0,000869;59883
0,000921;59883
0,000929;59883
0,000802;59883
0,000775;59883
0,000761;59883
0,000772;59883
0,000775;59883
0,000769;59883
0,000446;59883
0,000913;59883
0,001092;59883
0,000762;59883
0,000766;59883
0,000773;59883
0,000757;59883
0,000835;59883
0,000749;59883
0,000878;59883
0,000958;59883
0,000893;59883
0,000745;59883
0,000874;59883
0,000749;59883
0,000803;59883
0,000754;59883
0,000801;59883
0,000819;59883
0,000890;59883
0,000894;59883
0,000818;59883
0,000853;59883
0,000890;59883
0,000884;59883
0,001015;59883
0,000867;59883
0,000845;59883
0,000869;59883
0,000770;59883
0,000772;59883
0,000783;59883
0,000894;59883
0,000947;59883
0,000917;59883
0,000897;59883
0,000880;59883
0,000777;59883
0,000746;59883
0,000736;59883
0,000833;59883
0,000869;59883
0,000835;59883
0,000749;59883
0,000912;59883
0,000859;59883
0,000838;59883
0,000790;59883
0,000754;59883
0,000734;59883
0,000820;59883
0,000853;59883
0,000982;59883
0,000954;59883
0,000922;59883
0,000812;59883
0,000753;59883
0,000763;59883
0,000758;59883
0,000773;59883
0,000730;59883
0,000789;59883
0,000850;59883
0,001026;59883
0,000897;59883
0,001055;59883
0,000725;59883
0,000746;59883
0,000794;59883
0,000784;59883
0,000778;59883
0,000769;59883
0,000784;59883
0,000745;59883
0,000766;59883
