0,020894;1;181584
0,000945;1;181584
0,008210;1;181584
0,001962;1;181584
0,005043;1;181584
0,005988;1;181584
0,001920;1;181584
0,009445;1;181584
0,001397;1;181584
0,001749;1;181584
0,001913;1;181584
0,002055;1;181584
0,001810;1;181584
0,002308;1;181584
0,001811;1;181584
0,001826;1;181584
0,001799;1;181584
0,002502;1;181584
0,001797;1;181584
0,001831;1;181584
0,001784;1;181584
0,002015;1;181584
0,001957;1;181584
0,001808;1;181584
0,002033;1;181584
0,001796;1;181584
0,001852;1;181584
0,001794;1;181584
0,001808;1;181584
0,001812;1;181584
0,001840;1;181584
0,001952;1;181584
0,001776;1;181584
0,001804;1;181584
0,002040;1;181584
0,001821;1;181584
0,001755;1;181584
0,001850;1;181584
0,001922;1;181584
0,001797;1;181584
0,001819;1;181584
0,001700;1;181584
0,001814;1;181584
0,001850;1;181584
0,001790;1;181584
0,002469;1;181584
0,001794;1;181584
0,001787;1;181584
0,002162;1;181584
0,001835;1;181584
0,001881;1;181584
0,002509;1;181584
0,002467;1;181584
0,001779;1;181584
0,002541;1;181584
0,002420;1;181584
0,001758;1;181584
0,001783;1;181584
0,001861;1;181584
0,001957;1;181584
0,002178;1;181584
0,001960;1;181584
0,002246;1;181584
0,001977;1;181584
0,001794;1;181584
0,001797;1;181584
0,001780;1;181584
0,002064;1;181584
0,001938;1;181584
0,001754;1;181584
0,001892;1;181584
0,001886;1;181584
0,001818;1;181584
0,001823;1;181584
0,001953;1;181584
0,001843;1;181584
0,001772;1;181584
0,001861;1;181584
0,001764;1;181584
0,001735;1;181584
0,001822;1;181584
0,001750;1;181584
0,001945;1;181584
0,001811;1;181584
0,001784;1;181584
0,001920;1;181584
0,001778;1;181584
0,001808;1;181584
0,002337;1;181584
0,001974;1;181584
0,001940;1;181584
0,001800;1;181584
0,001963;1;181584
0,001754;1;181584
0,002058;1;181584
0,001799;1;181584
0,001753;1;181584
0,001852;1;181584
0,001983;1;181584
0,001790;1;181584
0,001793;1;181584
0,001969;1;181584
0,001924;1;181584
0,002342;1;181584
0,001114;1;181584
0,001000;1;181584
0,001026;1;181584
0,001857;1;181584
0,001117;1;181584
0,001117;1;181584
0,001928;1;181584
0,001410;1;181584
0,001925;1;181584
0,002156;1;181584
0,002906;1;181584
0,001824;1;181584
0,002506;1;181584
0,001752;1;181584
0,001880;1;181584
0,001985;1;181584
0,001754;1;181584
0,002008;1;181584
0,001870;1;181584
0,001813;1;181584
0,001421;1;181584
0,001767;1;181584
0,001742;1;181584
0,002088;1;181584
0,001773;1;181584
0,002001;1;181584
0,001983;1;181584
0,001786;1;181584
0,001822;1;181584
0,001890;1;181584
0,001905;1;181584
0,001586;1;181584
0,001947;1;181584
0,002949;1;181584
0,001959;1;181584
0,002022;1;181584
0,002012;1;181584
0,002087;1;181584
0,001957;1;181584
0,001792;1;181584
0,001852;1;181584
0,001809;1;181584
0,002125;1;181584
0,001750;1;181584
0,001800;1;181584
0,003546;1;181584
0,001636;1;181584
0,001752;1;181584
0,002091;1;181584
0,001771;1;181584
0,001850;1;181584
0,001996;1;181584
0,001703;1;181584
0,001980;1;181584
0,001877;1;181584
0,001703;1;181584
0,001880;1;181584
0,001786;1;181584
0,001751;1;181584
0,001765;1;181584
0,001718;1;181584
0,001840;1;181584
0,001779;1;181584
0,001748;1;181584
0,002104;1;181584
0,001754;1;181584
0,002030;1;181584
0,002473;1;181584
0,001743;1;181584
0,001750;1;181584
0,001799;1;181584
0,001807;1;181584
0,001775;1;181584
0,001817;1;181584
0,001719;1;181584
0,001942;1;181584
0,001800;1;181584
0,001705;1;181584
0,001738;1;181584
0,001728;1;181584
0,001860;1;181584
0,001755;1;181584
0,001687;1;181584
0,001937;1;181584
0,001728;1;181584
0,001737;1;181584
0,001822;1;181584
0,001693;1;181584
0,002176;1;181584
0,001735;1;181584
0,001697;1;181584
0,001964;1;181584
0,001734;1;181584
0,001691;1;181584
0,001787;1;181584
0,001697;1;181584
0,001879;1;181584
0,001768;1;181584
0,001689;1;181584
0,001865;1;181584
0,001764;1;181584
0,001720;1;181584
0,001739;1;181584
0,002020;1;181584
0,001920;1;181584
0,001730;1;181584
0,001839;1;181584
0,001698;1;181584
0,001638;1;181584
0,001829;1;181584
0,001660;1;181584
0,002039;1;181584
0,001695;1;181584
0,001637;1;181584
0,002221;1;181584
0,001674;1;181584
0,001870;1;181584
0,001830;1;181584
0,001655;1;181584
0,001792;1;181584
0,001772;1;181584
0,001829;1;181584
0,001686;1;181584
0,001702;1;181584
0,001813;1;181584
0,001833;1;181584
0,001637;1;181584
0,001637;1;181584
