0,002230;448,491516;49;38;224820;5515
0,002026;493,639435;49;38;224820;5515
0,002298;435,107910;49;38;224820;5515
0,001980;505,100403;49;38;224820;5515
0,001897;527,251404;49;38;224820;5515
0,001836;544,749573;49;38;224820;5515
0,001774;563,680847;49;38;224820;5515
0,001869;535,177673;49;38;224820;5515
0,001792;558,171448;49;38;224820;5515
0,002196;455,421173;49;38;224820;5515
0,001838;544,208862;49;38;224820;5515
0,001737;575,757202;49;38;224820;5515
0,001802;555,007080;49;37;224820;5515
0,001762;567,649597;49;37;224820;5515
0,001694;590,262695;49;37;224820;5515
0,001876;532,992432;49;37;224820;5515
0,002016;495,961639;49;37;224820;5515
0,002796;357,669617;49;37;224820;5515
0,001748;572,032532;49;36;221925;5407
0,001778;562,408691;49;36;221925;5407
0,001722;580,635498;49;36;221925;5407
0,001864;536,539429;49;36;221925;5407
0,002004;498,940643;49;36;221925;5407
0,001851;540,133972;49;35;216750;5291
0,001941;515,065735;49;35;216750;5291
0,001686;593,072266;49;35;216750;5291
0,001683;594,229370;49;35;216750;5291
0,001716;582,733826;49;35;216750;5291
0,001713;583,850891;49;34;216726;5287
0,001801;555,231934;49;34;216726;5287
0,001829;546,705200;49;34;216726;5287
0,001932;517,496704;49;34;216726;5287
0,001726;579,408142;49;34;216726;5287
0,001722;580,881531;49;34;216726;5287
0,001695;590,008606;49;34;216726;5287
0,001672;598,249695;49;34;216726;5287
0,002063;484,821350;49;34;216726;5287
0,001971;507,437988;49;34;216726;5287
0,001838;544,100830;49;34;216726;5287
0,001735;576,483704;49;34;216726;5287
0,001622;616,688416;49;34;216726;5287
0,001589;629,432800;49;34;216726;5287
0,001514;660,525269;49;34;216726;5287
0,001773;564,028809;49;34;216726;5287
0,001654;604,449829;49;34;216726;5287
0,001731;577,576904;49;34;216726;5287
0,001544;647,573792;49;34;216726;5287
0,001646;607,531006;49;34;216726;5287
0,001560;641,061768;49;34;216726;5287
0,001553;643,922913;49;34;216726;5287
0,001518;658,779175;49;34;216726;5287
0,001604;623,562317;49;34;216726;5287
0,001660;602,457153;49;34;216726;5287
0,001894;528,063965;49;34;216726;5287
0,001832;545,725647;49;34;216726;5287
0,001803;554,670166;49;34;216726;5287
0,001589;629,288330;49;34;216726;5287
0,001808;553,214905;49;34;216726;5287
0,001514;660,684509;49;34;216726;5287
0,001608;622,005920;49;34;216726;5287
0,001642;609,151123;49;34;216726;5287
0,001510;662,440796;49;34;216726;5287
0,001518;658,937500;49;34;216726;5287
0,001493;669,887634;49;34;216726;5287
0,001740;574,791382;49;34;216726;5287
0,001528;654,375732;49;34;216726;5287
0,001612;620,457214;49;34;216726;5287
0,001519;658,462646;49;34;216726;5287
0,001577;634,092041;49;34;216726;5287
0,001519;658,146423;49;34;216726;5287
0,001499;666,953796;49;34;216726;5287
0,001657;603,518250;49;34;216726;5287
0,001544;647,573792;49;34;216726;5287
0,001597;626,269165;49;34;216726;5287
0,001669;599,165039;49;34;216726;5287
0,001624;615,857117;49;34;216726;5287
0,001548;645,895386;49;34;216726;5287
0,001516;659,571716;49;34;216726;5287
0,001636;611,188416;49;34;216726;5287
0,001512;661,162598;49;34;216726;5287
0,001546;646,657227;49;34;216726;5287
0,001746;572,630066;49;34;216726;5287
0,001572;636,152222;49;34;216726;5287
0,001722;580,635498;49;34;216726;5287
0,001569;637,483765;49;34;216726;5287
0,001639;610,100159;49;34;216726;5287
0,001581;632,628662;49;34;216726;5287
0,001508;662,921387;49;34;216726;5287
0,001548;646,199890;49;34;216726;5287
0,001900;526,340271;57;37;235782;5874
0,001761;568,002502;57;37;235782;5874
0,001888;529,799011;57;37;235782;5874
0,001925;519,458008;57;37;235782;5874
0,001757;569,181885;57;37;235782;5874
0,001830;546,378296;57;37;235782;5874
0,001774;563,565002;57;37;235782;5874
0,001836;544,641357;57;37;235782;5874
0,001785;560,339294;57;37;235782;5874
0,001786;559,767212;57;37;235782;5874
0,002035;491,515137;57;37;235782;5874
0,001834;545,399902;57;37;235782;5874
0,001789;559,082214;57;37;235782;5874
0,001971;507,250153;57;37;235782;5874
0,001903;525,432251;57;37;235782;5874
0,001773;564,028809;57;37;235782;5874
0,001931;517,985657;57;37;235782;5874
0,001766;566,125549;57;37;235782;5874
0,001693;590,517029;57;37;235782;5874
0,001726;579,408142;57;37;235782;5874
0,001911;523,225830;57;37;235782;5874
0,001841;543,238220;57;37;235782;5874
0,001900;526,441345;57;37;235782;5874
0,001816;550,769531;57;37;235782;5874
0,001681;594,874084;57;37;235782;5874
0,001888;529,696655;57;37;235782;5874
0,001714;583,353882;57;37;235782;5874
0,001827;547,360229;57;37;235782;5874
0,001885;530,619446;57;37;235782;5874
0,001736;576,120239;57;37;235782;5874
0,001671;598,510925;57;37;235782;5874
0,001701;587,983704;57;37;235782;5874
0,001677;596,427307;57;37;235782;5874
0,001679;595,520325;57;37;235782;5874
0,001913;522,726929;57;37;235782;5874
0,001821;549,224609;57;37;235782;5874
0,001703;587,353760;57;37;235782;5874
0,001713;583,850891;57;37;235782;5874
0,001673;597,597534;57;37;235782;5874
0,001678;596,038269;57;37;235782;5874
0,001720;581,251038;57;37;235782;5874
0,001957;510,937561;57;37;235782;5874
0,001897;527,150024;57;37;235782;5874
0,001878;532,578186;57;37;235782;5874
0,001676;596,557129;57;37;235782;5874
0,001708;585,597107;57;37;235782;5874
0,001570;637,039307;49;34;216726;5287
0,001520;657,988525;49;34;216726;5287
0,001696;589,754761;49;34;216726;5287
0,001873;534,030762;49;34;216726;5287
0,001725;579,775818;49;34;216726;5287
0,001530;653,595642;49;34;216726;5287
0,001562;640,312988;49;34;216726;5287
0,001605;622,995422;49;34;216726;5287
0,001552;644,225647;49;34;216726;5287
0,001575;634,826294;49;34;216726;5287
0,001654;604,583191;49;34;216726;5287
0,001720;581,374329;49;34;216726;5287
0,001507;663,563293;49;34;216726;5287
0,001565;639,118652;49;34;216726;5287
0,001556;642,865845;49;34;216726;5287
0,001541;648,953613;49;34;216726;5287
0,001562;640,163513;49;34;216726;5287
0,001713;583,726563;49;34;216726;5287
0,001819;549,885620;49;34;216726;5287
0,001537;650,802490;49;34;216726;5287
0,001540;649,260986;49;34;216726;5287
0,001557;642,263367;49;34;216726;5287
0,001545;647,420837;49;34;216726;5287
0,001620;617,104919;49;34;216726;5287
0,001553;643,771729;49;34;216726;5287
0,001679;595,649719;49;34;216726;5287
0,001530;653,439819;49;34;216726;5287
0,001513;660,843750;49;34;216726;5287
0,001636;611,188416;49;34;216726;5287
0,001510;662,440796;49;34;216726;5287
0,001519;658,146423;49;34;216726;5287
0,001573;635,562256;49;34;216726;5287
0,001608;622,005920;49;34;216726;5287
0,001728;578,674255;49;34;216726;5287
0,001529;654,219604;49;34;216726;5287
0,001514;660,366211;49;34;216726;5287
0,001538;650,184998;49;34;216726;5287
0,001727;578,918701;49;34;216726;5287
0,001519;658,462646;49;34;216726;5287
0,001613;620,036194;49;34;216726;5287
0,001622;616,411072;49;34;216726;5287
0,001619;617,800293;49;34;216726;5287
0,001570;637,039307;49;34;216726;5287
0,001560;641,061768;49;34;216726;5287
0,001535;651,266357;49;34;216726;5287
0,001723;580,512512;49;34;216726;5287
0,001538;650,030823;49;34;216726;5287
0,001511;661,801025;49;34;216726;5287
0,001852;540,027588;49;34;216726;5287
0,001569;637,483765;49;34;216726;5287
0,001640;609,693054;49;34;216726;5287
0,001602;624,130249;49;34;216726;5287
0,001766;566,242493;49;34;216726;5287
0,001629;613,926086;49;34;216726;5287
0,001522;657,199707;49;34;216726;5287
0,002042;489,671326;49;34;216726;5287
0,001613;620,036194;49;34;216726;5287
0,001607;622,429626;49;34;216726;5287
0,001572;636,004639;49;34;216726;5287
0,002184;457,931824;49;34;216726;5287
0,001549;645,439148;49;34;216726;5287
0,001539;649,722656;49;34;216726;5287
0,001757;569,300110;49;34;216726;5287
0,001624;615,718811;49;34;216726;5287
